,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
14338,-1233.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14339,-641.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14340,-644.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14341,-1476.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14342,-1389.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14343,-889.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14344,-788.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14345,-467.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14346,-576.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14347,-625.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14348,-750.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14349,-1366.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14350,-808.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14351,-1180.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14352,-1171.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14353,-892.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14354,-884.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14355,-3119.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14356,-863.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14357,-1230.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14358,-1655.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14359,-1482.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14360,-1147.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14361,-524.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14362,-656.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14363,-1475.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14364,-1417.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14365,-726.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14366,-1617.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14367,-797.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14368,-1019.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14369,-700.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14370,-857.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14371,-617.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14372,-657.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14373,-1066.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14374,-1641.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14375,-1343.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14376,-1088.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14377,-800.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14378,-600.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14379,-932.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14380,-607.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14381,-813.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14382,-1940.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14383,-980.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14384,-1591.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14385,-748.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14386,-1605.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14387,-921.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14388,-1236.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14389,-680.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14390,-1269.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14391,-1941.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14392,-1002.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14393,-688.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14394,-3052.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14395,-1999.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14396,-2500.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14397,-2113.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14398,-1085.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14399,-1107.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14400,-909.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14401,-1897.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14402,-994.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14403,-1070.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14404,-1207.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14405,-3186.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14406,-975.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14407,-778.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14408,-869.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14409,-1092.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14410,-765.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14411,-648.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14412,-634.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14413,-1190.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14414,-1992.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14415,-630.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14416,-1181.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14417,-901.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14418,-1569.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14419,-482.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14420,-1447.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14421,-1326.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14422,-2438.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14423,-761.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14424,-1043.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14425,-684.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14426,-1015.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14427,-1748.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14428,-1188.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14429,-1274.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14430,-873.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14431,-1014.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14432,-1053.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14433,-978.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14434,-2529.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14435,-764.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14436,-1084.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14437,-718.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14438,-2252.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14439,-1732.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14440,-953.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14441,-1137.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14442,-789.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14443,-1632.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14444,-1766.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14445,-874.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14446,-1787.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14447,-928.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14448,-1301.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14449,-507.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14450,-1017.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14451,-1003.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14452,-1131.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14453,-872.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14454,-1387.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14455,-816.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14456,-865.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14457,-1607.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14458,-664.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14459,-1824.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14460,-1282.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14461,-2146.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14462,-1430.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14463,-16096.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14464,-1831.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14465,-2990.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14466,-597.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14467,-924.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14468,-636.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14469,-6211.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14470,-1473.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14471,-1127.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14472,-1293.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14473,-3662.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14474,-812.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14475,-843.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14476,-1072.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14477,-1625.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14478,-1124.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14479,-819.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14480,-939.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14481,-1779.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14482,-621.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14483,-2105.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14484,-1095.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14485,-1211.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14486,-3464.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14487,-1134.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14488,-1179.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14489,-1422.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14490,-1052.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14491,-2408.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14492,-2494.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14493,-774.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14494,-1000.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14495,-1229.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14496,-959.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14497,-893.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14498,-956.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14499,-1143.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14500,-1205.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14501,-3707.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14502,-805.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14503,-1028.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14504,-941.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14505,-581.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14506,-1194.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14507,-1630.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14508,-1219.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14509,-1170.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14510,-1914.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14511,-929.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14512,-1969.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14513,-966.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14514,-751.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14515,-721.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14516,-1145.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14517,-1091.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14518,-1090.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14519,-934.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14520,-2395.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14521,-781.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14522,-993.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14523,-771.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14524,-735.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14525,-2479.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14526,-845.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14527,-1082.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14528,-542.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14529,-1197.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14530,-2875.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14531,-1731.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14532,-1054.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14533,-779.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14534,-977.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14535,-1456.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14536,-2582.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14537,-1550.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14538,-1684.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14539,-1460.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14540,-660.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14541,-565.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14542,-1651.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14543,-2443.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14544,-1152.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14545,-1289.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14546,-1846.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14547,-987.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14548,-1067.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14549,-711.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14550,-1254.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14551,-1007.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14552,-742.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14553,-1025.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14554,-2902.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14555,-949.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14556,-1551.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14557,-961.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14558,-1384.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14559,-1202.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14560,-2279.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14561,-1402.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14562,-1917.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14563,-1123.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14564,-1420.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14565,-997.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14566,-1278.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14567,-1033.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14568,-791.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14569,-6180.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14570,-1938.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14571,-1112.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14572,-1464.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14573,-1542.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14574,-1738.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14575,-1027.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14576,-2082.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14577,-690.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14578,-1290.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14579,-719.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14580,-1397.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14581,-1348.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14582,-1200.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14583,-1825.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14584,-1783.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14585,-1108.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14586,-1960.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14587,-609.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14588,-1702.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14589,-1373.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14590,-1363.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14591,-1238.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14592,-1428.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14593,-1661.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14594,-985.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14595,-1086.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14596,-2729.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14597,-1419.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14598,-862.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14599,-1338.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14600,-950.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14601,-1676.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14602,-1267.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14603,-935.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14604,-1166.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14605,-945.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14606,-1286.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14607,-1441.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14608,-2160.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14609,-1277.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14610,-2219.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14611,-1330.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14612,-1539.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14613,-1415.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14614,-743.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14615,-937.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14616,-1115.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14617,-1018.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14618,-1012.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14619,-1469.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14620,-1288.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14621,-1485.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14622,-1354.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14623,-1256.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14624,-807.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14625,-1159.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14626,-1042.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14627,-1448.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14628,-539.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14629,-1709.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14630,-1579.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14631,-1022.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14632,-1006.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14633,-792.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14634,-847.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14635,-2254.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14636,-2212.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14637,-2155.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14638,-2697.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14639,-832.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14640,-814.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14641,-1502.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14642,-1745.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14643,-731.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14644,-1752.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14645,-1119.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14646,-1265.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14647,-960.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14648,-1315.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14649,-823.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14650,-1148.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14651,-738.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
